Category,Activity,Start_Time
Academic,Classes/Lectures,9.13
Work,Work Meetings,16.7
Well-being,Exercise,6.08
Personal,Errands/Chores,19.3
Extracurricular,Volunteer Activities,14.81
Work,Part-time Job Shifts,12.15
Extracurricular,Volunteer Activities,14.6
Academic,Classes/Lectures,11.22
Social,Family Events,14.6
Extracurricular,Club Meetings,20.83
Academic,Study Sessions,14.22
Extracurricular,Sports Practices/Games,17.27
Social,Family Events,14.76
Social,Parties/Gatherings,21.71
Well-being,Exercise,6.71
Well-being,Exercise,6.66
Work,Work Meetings,15.26
Academic,Classes/Lectures,9.51
Personal,Birthdays/Anniversaries,14.16
Work,Part-time Job Shifts,12.26
Extracurricular,Club Meetings,20.49
Work,Work Meetings,16.09
Social,Family Events,14.17
Personal,Birthdays/Anniversaries,14.23
Work,Work Meetings,15.06
Academic,Exams/Quizzes,18.35
Extracurricular,Volunteer Activities,14.58
Personal,Doctor/Dentist Appointments,10.26
Extracurricular,Volunteer Activities,14.25
Personal,Errands/Chores,18.65
Social,Family Events,14.8
Academic,Study Sessions,14.87
Well-being,Meditation/Yoga,14.33
Academic,Classes/Lectures,11.47
Extracurricular,Sports Practices/Games,16.56
Extracurricular,Club Meetings,19.19
Well-being,Meditation/Yoga,13.63
Extracurricular,Volunteer Activities,14.96
Extracurricular,Sports Practices/Games,17.37
Social,Family Events,14.87
Extracurricular,Sports Practices/Games,16.18
Extracurricular,Sports Practices/Games,17.34
Personal,Birthdays/Anniversaries,14.1
Well-being,Meditation/Yoga,14.71
Extracurricular,Club Meetings,20.46
Social,Family Events,14.77
Personal,Birthdays/Anniversaries,14.78
Personal,Doctor/Dentist Appointments,11.78
Academic,Classes/Lectures,9.44
Social,Family Events,14.01
Personal,Birthdays/Anniversaries,14.49
Extracurricular,Sports Practices/Games,17.93
Personal,Doctor/Dentist Appointments,9.53
Work,Part-time Job Shifts,9.55
Personal,Birthdays/Anniversaries,14.82
Academic,Exams/Quizzes,19.97
Work,Work Meetings,16.14
Well-being,Exercise,6.67
Extracurricular,Club Meetings,20.73
Academic,Classes/Lectures,9.28
Social,Family Events,14.35
Academic,Exams/Quizzes,19.47
Work,Work Meetings,15.61
Social,Parties/Gatherings,22.91
Well-being,Exercise,6.37
Personal,Doctor/Dentist Appointments,11.93
Social,Family Events,14.76
Personal,Doctor/Dentist Appointments,10.62
Academic,Classes/Lectures,11.57
Academic,Classes/Lectures,9.46
Extracurricular,Volunteer Activities,14.0
Well-being,Exercise,6.34
Extracurricular,Volunteer Activities,14.12
Social,Family Events,14.35
Work,Part-time Job Shifts,10.57
Work,Work Meetings,15.33
Academic,Exams/Quizzes,18.53
Academic,Classes/Lectures,11.75
Academic,Exams/Quizzes,18.11
Work,Work Meetings,15.85
Work,Work Meetings,15.71
Social,Parties/Gatherings,22.0
Academic,Exams/Quizzes,18.73
Work,Part-time Job Shifts,12.31
Academic,Exams/Quizzes,18.58
Well-being,Meditation/Yoga,14.81
Personal,Doctor/Dentist Appointments,9.87
Personal,Birthdays/Anniversaries,14.78
Academic,Study Sessions,14.23
Social,Family Events,14.59
Extracurricular,Sports Practices/Games,16.48
Extracurricular,Club Meetings,20.66
Well-being,Meditation/Yoga,13.6
Academic,Exams/Quizzes,18.65
Extracurricular,Volunteer Activities,14.03
Extracurricular,Club Meetings,20.66
Work,Part-time Job Shifts,10.96
Work,Part-time Job Shifts,12.99
Work,Work Meetings,15.95
Extracurricular,Sports Practices/Games,17.19
Social,Family Events,14.67
Work,Work Meetings,16.91
Well-being,Exercise,6.66
Extracurricular,Club Meetings,19.24
Extracurricular,Club Meetings,19.51
Work,Part-time Job Shifts,11.36
Extracurricular,Sports Practices/Games,16.61
Work,Work Meetings,16.53
Social,Parties/Gatherings,21.77
Extracurricular,Sports Practices/Games,16.2
Academic,Exams/Quizzes,19.57
Personal,Errands/Chores,19.67
Personal,Errands/Chores,19.25
Extracurricular,Club Meetings,20.65
Well-being,Meditation/Yoga,13.04
Academic,Classes/Lectures,9.44
Social,Parties/Gatherings,22.7
Academic,Exams/Quizzes,19.14
Academic,Classes/Lectures,11.72
Extracurricular,Volunteer Activities,14.57
Extracurricular,Volunteer Activities,14.79
Social,Parties/Gatherings,21.43
Social,Family Events,14.05
Work,Part-time Job Shifts,11.63
Work,Work Meetings,15.4
Well-being,Meditation/Yoga,14.8
Academic,Study Sessions,14.1
Academic,Exams/Quizzes,19.14
Well-being,Exercise,7.24
Personal,Errands/Chores,19.59
Extracurricular,Club Meetings,19.9
Extracurricular,Volunteer Activities,14.81
Social,Family Events,14.72
Work,Work Meetings,15.13
Work,Part-time Job Shifts,12.84
Social,Family Events,14.24
Work,Work Meetings,15.56
Extracurricular,Sports Practices/Games,16.79
Academic,Classes/Lectures,11.52
Extracurricular,Volunteer Activities,14.35
Personal,Doctor/Dentist Appointments,9.85
Academic,Classes/Lectures,8.32
Work,Part-time Job Shifts,12.6
Social,Parties/Gatherings,21.82
Personal,Errands/Chores,18.6
Social,Parties/Gatherings,21.13
Well-being,Meditation/Yoga,14.47
Well-being,Meditation/Yoga,13.95
Social,Parties/Gatherings,22.99
Well-being,Meditation/Yoga,14.56
Well-being,Meditation/Yoga,14.44
Well-being,Exercise,6.08
Work,Part-time Job Shifts,9.59
Social,Family Events,14.27
Social,Parties/Gatherings,22.8
Work,Work Meetings,16.88
Personal,Birthdays/Anniversaries,14.22
Academic,Study Sessions,13.19
Work,Work Meetings,15.69
Extracurricular,Volunteer Activities,14.42
Personal,Doctor/Dentist Appointments,10.71
Extracurricular,Volunteer Activities,14.85
Well-being,Meditation/Yoga,13.02
Work,Part-time Job Shifts,12.45
Personal,Errands/Chores,19.98
Extracurricular,Club Meetings,19.41
Social,Parties/Gatherings,21.66
Extracurricular,Sports Practices/Games,17.03
Personal,Errands/Chores,18.94
Extracurricular,Club Meetings,20.87
Well-being,Exercise,7.27
Well-being,Exercise,7.4
Well-being,Exercise,7.8
Social,Family Events,14.57
Work,Work Meetings,15.56
Personal,Doctor/Dentist Appointments,10.88
Social,Family Events,14.93
Social,Family Events,14.68
Well-being,Exercise,6.58
Academic,Study Sessions,14.96
Academic,Classes/Lectures,8.55
Academic,Study Sessions,14.12
Work,Part-time Job Shifts,12.81
Social,Parties/Gatherings,22.31
Social,Parties/Gatherings,21.38
Personal,Birthdays/Anniversaries,14.65
Social,Parties/Gatherings,22.99
Work,Work Meetings,15.53
Personal,Errands/Chores,19.47
Social,Parties/Gatherings,22.03
Academic,Study Sessions,14.92
Social,Parties/Gatherings,21.15
Academic,Study Sessions,13.25
Extracurricular,Volunteer Activities,14.88
Personal,Doctor/Dentist Appointments,11.6
Work,Work Meetings,15.24
Academic,Exams/Quizzes,19.51
Academic,Study Sessions,13.72
Social,Family Events,14.57
Well-being,Meditation/Yoga,14.79
Academic,Classes/Lectures,8.73
Academic,Exams/Quizzes,19.06
Work,Part-time Job Shifts,10.92
Work,Part-time Job Shifts,12.15
Extracurricular,Sports Practices/Games,16.16
Personal,Errands/Chores,18.82
Social,Parties/Gatherings,22.79
Social,Parties/Gatherings,21.42
Academic,Study Sessions,14.05
Personal,Birthdays/Anniversaries,14.45
Academic,Classes/Lectures,11.32
Extracurricular,Sports Practices/Games,16.29
Extracurricular,Volunteer Activities,14.21
Extracurricular,Sports Practices/Games,17.52
Extracurricular,Club Meetings,19.87
Well-being,Meditation/Yoga,13.57
Social,Family Events,14.96
Social,Family Events,14.27
Well-being,Meditation/Yoga,13.21
Personal,Birthdays/Anniversaries,14.3
Personal,Birthdays/Anniversaries,14.59
Well-being,Exercise,7.39
Well-being,Exercise,6.86
Social,Family Events,14.73
Personal,Birthdays/Anniversaries,14.01
Well-being,Meditation/Yoga,13.44
Academic,Classes/Lectures,9.35
Well-being,Exercise,6.85
Work,Work Meetings,16.5
Academic,Study Sessions,13.48
Personal,Doctor/Dentist Appointments,10.3
Work,Part-time Job Shifts,12.07
Extracurricular,Volunteer Activities,14.8
Work,Work Meetings,16.1
Work,Work Meetings,15.52
Well-being,Meditation/Yoga,14.56
Personal,Doctor/Dentist Appointments,11.05
Well-being,Meditation/Yoga,13.06
Social,Family Events,14.97
Academic,Classes/Lectures,9.35
Personal,Errands/Chores,19.05
Work,Work Meetings,15.48
Well-being,Meditation/Yoga,14.74
Work,Part-time Job Shifts,12.97
Well-being,Exercise,7.39
Personal,Doctor/Dentist Appointments,10.08
Work,Work Meetings,15.42
Social,Parties/Gatherings,22.87
Social,Family Events,14.2
Social,Family Events,14.85
Personal,Birthdays/Anniversaries,14.97
Extracurricular,Club Meetings,20.82
Academic,Classes/Lectures,10.6
Social,Parties/Gatherings,21.78
Academic,Exams/Quizzes,18.49
Personal,Birthdays/Anniversaries,14.29
Work,Part-time Job Shifts,12.04
Work,Part-time Job Shifts,10.18
Personal,Errands/Chores,18.58
Well-being,Meditation/Yoga,14.16
Well-being,Exercise,7.25
Personal,Doctor/Dentist Appointments,9.54
Work,Work Meetings,15.35
Extracurricular,Club Meetings,20.68
Well-being,Meditation/Yoga,14.57
Academic,Classes/Lectures,11.63
Academic,Exams/Quizzes,19.35
Social,Parties/Gatherings,22.63
Well-being,Meditation/Yoga,13.32
Social,Family Events,14.94
Extracurricular,Club Meetings,20.12
Academic,Exams/Quizzes,18.97
Well-being,Exercise,7.23
Extracurricular,Club Meetings,20.06
Well-being,Meditation/Yoga,13.85
Social,Parties/Gatherings,21.59
Academic,Classes/Lectures,11.98
Social,Family Events,14.98
Well-being,Meditation/Yoga,15.0
Social,Parties/Gatherings,21.08
Personal,Errands/Chores,18.73
Social,Parties/Gatherings,22.73
Academic,Classes/Lectures,11.81
Well-being,Meditation/Yoga,14.23
Academic,Study Sessions,13.2
Well-being,Meditation/Yoga,14.59
Well-being,Exercise,7.49
Personal,Errands/Chores,19.11
Social,Family Events,14.95
Academic,Classes/Lectures,8.21
Social,Family Events,15.0
Academic,Study Sessions,14.01
Well-being,Exercise,6.34
Social,Parties/Gatherings,22.43
Social,Family Events,14.5
Social,Parties/Gatherings,22.51
Social,Family Events,14.43
Personal,Errands/Chores,19.11
Well-being,Exercise,6.81
Well-being,Exercise,6.82
Academic,Exams/Quizzes,19.78
Personal,Errands/Chores,18.24
Work,Part-time Job Shifts,12.46
Academic,Study Sessions,14.91
Work,Part-time Job Shifts,12.22
Personal,Errands/Chores,18.02
Personal,Doctor/Dentist Appointments,9.04
Work,Work Meetings,16.37
Academic,Study Sessions,13.54
Well-being,Exercise,6.73
Well-being,Meditation/Yoga,14.25
Academic,Study Sessions,13.45
Well-being,Exercise,6.53
Academic,Classes/Lectures,8.52
Well-being,Exercise,7.25
Personal,Errands/Chores,18.31
Academic,Classes/Lectures,11.2
Well-being,Exercise,7.32
Academic,Exams/Quizzes,19.45
Work,Part-time Job Shifts,9.2
Well-being,Exercise,6.02
Academic,Classes/Lectures,11.55
Well-being,Meditation/Yoga,14.99
Social,Parties/Gatherings,21.63
Academic,Study Sessions,14.06
Well-being,Meditation/Yoga,13.61
Social,Family Events,14.48
Extracurricular,Sports Practices/Games,17.15
Academic,Exams/Quizzes,19.7
Work,Work Meetings,16.12
Personal,Errands/Chores,19.39
Work,Work Meetings,16.38
Extracurricular,Volunteer Activities,14.26
Academic,Exams/Quizzes,18.07
Well-being,Meditation/Yoga,13.54
Well-being,Meditation/Yoga,13.16
Extracurricular,Volunteer Activities,14.95
Personal,Birthdays/Anniversaries,14.41
Personal,Errands/Chores,18.77
Work,Part-time Job Shifts,10.97
Well-being,Meditation/Yoga,14.56
Extracurricular,Club Meetings,19.18
Social,Parties/Gatherings,22.17
Well-being,Exercise,7.37
Extracurricular,Club Meetings,19.78
Social,Parties/Gatherings,21.13
Social,Family Events,14.05
Extracurricular,Club Meetings,20.27
Academic,Classes/Lectures,11.35
Personal,Errands/Chores,20.0
Well-being,Exercise,6.93
Extracurricular,Volunteer Activities,14.83
Personal,Errands/Chores,18.39
Well-being,Meditation/Yoga,13.19
Extracurricular,Volunteer Activities,14.92
Personal,Birthdays/Anniversaries,14.13
Personal,Errands/Chores,19.38
Social,Family Events,14.44
Personal,Errands/Chores,19.46
Academic,Exams/Quizzes,19.45
Social,Parties/Gatherings,21.17
Work,Work Meetings,16.73
Work,Part-time Job Shifts,12.68
Work,Part-time Job Shifts,9.77
Personal,Birthdays/Anniversaries,14.86
Work,Part-time Job Shifts,11.94
Social,Family Events,14.59
Work,Work Meetings,15.17
Personal,Birthdays/Anniversaries,14.55
Extracurricular,Club Meetings,20.17
Work,Work Meetings,16.37
Work,Part-time Job Shifts,10.76
Academic,Classes/Lectures,11.53
Personal,Birthdays/Anniversaries,14.1
Academic,Exams/Quizzes,18.8
Social,Parties/Gatherings,21.75
Academic,Study Sessions,14.66
Social,Parties/Gatherings,22.9
Academic,Study Sessions,14.45
Personal,Birthdays/Anniversaries,14.97
Personal,Doctor/Dentist Appointments,11.65
Well-being,Meditation/Yoga,13.49
Well-being,Exercise,6.41
Personal,Errands/Chores,19.1
Work,Part-time Job Shifts,12.57
Extracurricular,Club Meetings,20.24
Social,Parties/Gatherings,21.42
Social,Parties/Gatherings,22.46
Work,Work Meetings,16.46
Work,Work Meetings,16.93
Academic,Exams/Quizzes,19.89
Extracurricular,Volunteer Activities,14.65
Well-being,Meditation/Yoga,13.96
Personal,Birthdays/Anniversaries,14.62
Well-being,Meditation/Yoga,13.62
Social,Parties/Gatherings,21.9
Academic,Classes/Lectures,10.82
Social,Family Events,14.63
Extracurricular,Club Meetings,19.77
Personal,Birthdays/Anniversaries,14.17
Personal,Birthdays/Anniversaries,14.6
Work,Part-time Job Shifts,10.87
Personal,Doctor/Dentist Appointments,9.56
Academic,Study Sessions,14.38
Work,Work Meetings,15.4
Personal,Doctor/Dentist Appointments,10.58
Academic,Study Sessions,14.53
Work,Part-time Job Shifts,9.7
Work,Work Meetings,16.95
Well-being,Meditation/Yoga,13.37
Extracurricular,Volunteer Activities,14.4
Academic,Study Sessions,13.05
Social,Parties/Gatherings,22.07
Social,Parties/Gatherings,22.3
Personal,Errands/Chores,18.02
Extracurricular,Club Meetings,20.38
Social,Parties/Gatherings,22.84
Well-being,Meditation/Yoga,14.11
Personal,Doctor/Dentist Appointments,9.31
Work,Work Meetings,16.66
Work,Work Meetings,16.3
Work,Work Meetings,16.75
Personal,Errands/Chores,18.98
Extracurricular,Volunteer Activities,14.16
Personal,Errands/Chores,19.74
Personal,Birthdays/Anniversaries,14.7
Work,Work Meetings,15.82
Work,Part-time Job Shifts,9.91
Work,Part-time Job Shifts,10.68
Social,Parties/Gatherings,21.51
Social,Family Events,14.25
Social,Parties/Gatherings,22.98
Work,Part-time Job Shifts,11.84
Academic,Study Sessions,13.15
Well-being,Exercise,7.34
Social,Family Events,14.12
Social,Family Events,14.47
Extracurricular,Sports Practices/Games,17.23
Extracurricular,Volunteer Activities,14.68
Personal,Doctor/Dentist Appointments,9.94
Extracurricular,Club Meetings,19.95
Personal,Doctor/Dentist Appointments,11.04
Extracurricular,Sports Practices/Games,16.69
Work,Part-time Job Shifts,9.57
Academic,Classes/Lectures,8.41
Well-being,Exercise,7.54
Academic,Classes/Lectures,8.01
Academic,Study Sessions,13.34
Academic,Exams/Quizzes,18.47
Academic,Exams/Quizzes,18.35
Extracurricular,Sports Practices/Games,17.37
Well-being,Exercise,7.5
Well-being,Meditation/Yoga,13.09
Personal,Birthdays/Anniversaries,14.59
Work,Part-time Job Shifts,10.22
Academic,Study Sessions,14.08
Well-being,Meditation/Yoga,13.39
Academic,Exams/Quizzes,19.11
Well-being,Meditation/Yoga,13.34
Well-being,Meditation/Yoga,13.18
Extracurricular,Sports Practices/Games,16.37
Well-being,Meditation/Yoga,13.85
Well-being,Meditation/Yoga,14.94
Personal,Errands/Chores,19.77
Personal,Birthdays/Anniversaries,14.37
Well-being,Meditation/Yoga,14.38
Personal,Errands/Chores,19.87
Extracurricular,Volunteer Activities,14.82
Work,Part-time Job Shifts,9.17
Work,Part-time Job Shifts,10.94
Academic,Study Sessions,14.36
Academic,Study Sessions,14.37
Social,Parties/Gatherings,22.44
Social,Family Events,14.84
Personal,Birthdays/Anniversaries,14.44
Work,Part-time Job Shifts,11.02
Extracurricular,Club Meetings,19.42
Personal,Errands/Chores,18.05
Academic,Study Sessions,13.44
Extracurricular,Volunteer Activities,14.68
Well-being,Exercise,7.09
Personal,Doctor/Dentist Appointments,11.75
Work,Part-time Job Shifts,9.62
Extracurricular,Sports Practices/Games,17.01
Academic,Classes/Lectures,9.7
Personal,Doctor/Dentist Appointments,10.8
Academic,Exams/Quizzes,18.56
Work,Part-time Job Shifts,9.56
Social,Family Events,14.03
Well-being,Exercise,7.44
Extracurricular,Volunteer Activities,14.19
Personal,Errands/Chores,19.14
Work,Work Meetings,15.18
Well-being,Meditation/Yoga,13.43
Work,Work Meetings,16.57
Well-being,Meditation/Yoga,13.87
Well-being,Meditation/Yoga,13.12
Social,Parties/Gatherings,22.89
Personal,Doctor/Dentist Appointments,9.79
Extracurricular,Club Meetings,20.37
Social,Parties/Gatherings,21.15
Work,Part-time Job Shifts,12.25
Academic,Exams/Quizzes,19.1
Academic,Study Sessions,13.06
Extracurricular,Club Meetings,19.64
Well-being,Exercise,7.6
Work,Work Meetings,16.38
Work,Work Meetings,15.66
Social,Parties/Gatherings,21.97
Social,Parties/Gatherings,22.71
Academic,Study Sessions,13.61
Well-being,Exercise,6.91
Work,Work Meetings,15.28
Work,Work Meetings,16.43
Personal,Doctor/Dentist Appointments,9.92
Social,Family Events,14.08
Personal,Doctor/Dentist Appointments,11.53
Social,Parties/Gatherings,21.67
Work,Work Meetings,16.37
Social,Parties/Gatherings,21.06
Work,Part-time Job Shifts,9.05
Work,Part-time Job Shifts,10.9
Work,Part-time Job Shifts,11.08
Work,Work Meetings,15.37
Personal,Errands/Chores,18.9
Well-being,Exercise,7.39
Well-being,Exercise,7.21
Extracurricular,Sports Practices/Games,16.94
Work,Part-time Job Shifts,11.13
Personal,Birthdays/Anniversaries,14.15
Personal,Errands/Chores,18.67
Social,Parties/Gatherings,21.76
Well-being,Meditation/Yoga,13.75
